Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,randomiser-mgaa,checkpoint-z52s,checkpoint-u6nu,checkpoint-puaw,checkpoint-axcr,checkpoint-mrc4,choice made,reaction time
2,1555363795403,15/04/2019 21:29:55,1555363783568,-6,15/04/2019 15:29:43,6138,39,task-j8g3,,2468041,565e0989998e4400054bdd7e,681086,,complete,,5cb4f2745d358c00168a4aa2,computer,Desktop or Laptop,Windows 7,Firefox 66.0,1920x1080,1920x925,after questionnairs,AMI,2,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,"{""Q0"":""Completely TRUE"",""Q1"":""Completely UNTRUE"",""Q2"":""Quite true"",""Q3"":""Mostly untrue"",""Q4"":""Neither true nor untrue"",""Q5"":""Quite true"",""Q6"":""Mostly untrue""}",29504
3,1555363816763,15/04/2019 21:30:16,1555363804897,-6,15/04/2019 15:30:04,6138,39,task-j8g3,,2468041,565e0989998e4400054bdd7e,681086,,complete,,5cb4f2745d358c00168a4aa2,computer,Desktop or Laptop,Windows 7,Firefox 66.0,1920x1080,1920x925,after questionnairs,AMI,2,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,"{""Q0"":""Completely TRUE"",""Q1"":""Quite true"",""Q2"":""Quite true"",""Q3"":""Completely TRUE"",""Q4"":""Quite true"",""Q5"":""Completely TRUE""}",21290
1,1555520451042,17/04/2019 17:00:51,1555520450175,-4,17/04/2019 13:00:50,6138,39,task-j8g3,,2475887,5c2eb9c30091e40001cba678,683238,,complete,,5cb756eb7ca1d700016f285f,computer,Desktop or Laptop,Mac OS 10.14.4,Chrome 73.0.3683.103,1440x900,1440x789,after questionnairs,AMI,2,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,"{""Q0"":""Quite true"",""Q1"":""Mostly untrue"",""Q2"":""Mostly untrue"",""Q3"":""Quite true"",""Q4"":""Mostly untrue"",""Q5"":""Neither true nor untrue""}",25669.214999999895
2,1555520467648,17/04/2019 17:01:07,1555520467499,-4,17/04/2019 13:01:07,6138,39,task-j8g3,,2475887,5c2eb9c30091e40001cba678,683238,,complete,,5cb756eb7ca1d700016f285f,computer,Desktop or Laptop,Mac OS 10.14.4,Chrome 73.0.3683.103,1440x900,1440x789,after questionnairs,AMI,2,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,"{""Q0"":""Quite true"",""Q1"":""Quite true"",""Q2"":""Quite true"",""Q3"":""Quite true"",""Q4"":""Quite true"",""Q5"":""Quite true"",""Q6"":""Mostly untrue""}",17306.854999999814
3,1555520484005,17/04/2019 17:01:24,1555520483903,-4,17/04/2019 13:01:23,6138,39,task-j8g3,,2475887,5c2eb9c30091e40001cba678,683238,,complete,,5cb756eb7ca1d700016f285f,computer,Desktop or Laptop,Mac OS 10.14.4,Chrome 73.0.3683.103,1440x900,1440x789,after questionnairs,AMI,2,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,"{""Q0"":""Quite true"",""Q1"":""Quite true"",""Q2"":""Quite true"",""Q3"":""Quite true"",""Q4"":""Quite true"",""Q5"":""Quite true""}",16383.710000000065
1,1555520496406,17/04/2019 17:01:36,1555520490953,1,17/04/2019 18:01:30,6138,39,task-j8g3,,2475890,5c572653798cde00015f267f,683243,,complete,,5cb75748a0ce730001256ff7,computer,Desktop or Laptop,Windows 7,Firefox 66.0,1920x1080,1920x944,after questionnairs,AMI,2,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,"{""Q0"":""Neither true nor untrue"",""Q1"":""Completely UNTRUE"",""Q2"":""Completely UNTRUE"",""Q3"":""Completely UNTRUE"",""Q4"":""Quite true"",""Q5"":""Mostly untrue""}",40247
2,1555520524312,17/04/2019 17:02:04,1555520518887,1,17/04/2019 18:01:58,6138,39,task-j8g3,,2475890,5c572653798cde00015f267f,683243,,complete,,5cb75748a0ce730001256ff7,computer,Desktop or Laptop,Windows 7,Firefox 66.0,1920x1080,1920x944,after questionnairs,AMI,2,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,"{""Q0"":""Completely UNTRUE"",""Q1"":""Completely UNTRUE"",""Q2"":""Completely UNTRUE"",""Q3"":""Completely UNTRUE"",""Q4"":""Completely UNTRUE"",""Q5"":""Completely UNTRUE"",""Q6"":""Mostly untrue""}",27896
3,1555520555089,17/04/2019 17:02:35,1555520549687,1,17/04/2019 18:02:29,6138,39,task-j8g3,,2475890,5c572653798cde00015f267f,683243,,complete,,5cb75748a0ce730001256ff7,computer,Desktop or Laptop,Windows 7,Firefox 66.0,1920x1080,1920x944,after questionnairs,AMI,2,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,"{""Q0"":""Mostly untrue"",""Q1"":""Completely UNTRUE"",""Q2"":""Mostly untrue"",""Q3"":""Mostly untrue"",""Q4"":""Completely UNTRUE"",""Q5"":""Neither true nor untrue""}",30769
1,1555520513676,17/04/2019 17:01:53,1555520515308,1,17/04/2019 18:01:55,6138,39,task-j8g3,,2475896,5a341b9b9f2e74000137ec06,683241,,complete,,5cb75704659e3d00159208b5,computer,Desktop or Laptop,Windows 10,Chrome 73.0.3683.103,1440x900,1440x789,after questionnairs,AMI,2,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,"{""Q0"":""Quite true"",""Q1"":""Mostly untrue"",""Q2"":""Mostly untrue"",""Q3"":""Neither true nor untrue"",""Q4"":""Mostly untrue"",""Q5"":""Quite true""}",24534.350000001723
2,1555520549071,17/04/2019 17:02:29,1555520550759,1,17/04/2019 18:02:30,6138,39,task-j8g3,,2475896,5a341b9b9f2e74000137ec06,683241,,complete,,5cb75704659e3d00159208b5,computer,Desktop or Laptop,Windows 10,Chrome 73.0.3683.103,1440x900,1440x789,after questionnairs,AMI,2,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,"{""Q0"":""Quite true"",""Q1"":""Mostly untrue"",""Q2"":""Quite true"",""Q3"":""Quite true"",""Q4"":""Mostly untrue"",""Q5"":""Quite true"",""Q6"":""Mostly untrue""}",35431.25499999951
