Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,randomiser-mgaa,checkpoint-z52s,checkpoint-u6nu,checkpoint-puaw,checkpoint-axcr,checkpoint-mrc4,branch-ult5,Question Key,Response
14,1562774586631,10/07/2019 16:03:06,1562774586361,1,10/07/2019 17:03:06,8835,5,questionnaire-pwdh,,2795246,586eb256a763c900011d97d0,773951,,complete,,5d260c1065a5c20017939e8c,computer,Desktop or Laptop,Windows 10,Chrome 75.0.3770.100,1920x1080,1903x941,after questionnairs,Consent,7,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,consent-13,1
15,1562774586631,10/07/2019 16:03:06,1562774586362,1,10/07/2019 17:03:06,8835,5,questionnaire-pwdh,,2795246,586eb256a763c900011d97d0,773951,,complete,,5d260c1065a5c20017939e8c,computer,Desktop or Laptop,Windows 10,Chrome 75.0.3770.100,1920x1080,1903x941,after questionnairs,Consent,7,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,consent-14,1
16,1562774586631,10/07/2019 16:03:06,1562774586362,1,10/07/2019 17:03:06,8835,5,questionnaire-pwdh,,2795246,586eb256a763c900011d97d0,773951,,complete,,5d260c1065a5c20017939e8c,computer,Desktop or Laptop,Windows 10,Chrome 75.0.3770.100,1920x1080,1903x941,after questionnairs,Consent,7,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,consent-15,1
17,1562774586631,10/07/2019 16:03:06,1562774586362,1,10/07/2019 17:03:06,8835,5,questionnaire-pwdh,,2795246,586eb256a763c900011d97d0,773951,,complete,,5d260c1065a5c20017939e8c,computer,Desktop or Laptop,Windows 10,Chrome 75.0.3770.100,1920x1080,1903x941,after questionnairs,Consent,7,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,consent-16,1
18,1562774586631,10/07/2019 16:03:06,1562774586362,1,10/07/2019 17:03:06,8835,5,questionnaire-pwdh,,2795246,586eb256a763c900011d97d0,773951,,complete,,5d260c1065a5c20017939e8c,computer,Desktop or Laptop,Windows 10,Chrome 75.0.3770.100,1920x1080,1903x941,after questionnairs,Consent,7,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,consent-17,1
19,1562774586631,10/07/2019 16:03:06,1562774586363,1,10/07/2019 17:03:06,8835,5,questionnaire-pwdh,,2795246,586eb256a763c900011d97d0,773951,,complete,,5d260c1065a5c20017939e8c,computer,Desktop or Laptop,Windows 10,Chrome 75.0.3770.100,1920x1080,1903x941,after questionnairs,Consent,7,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,END QUESTIONNAIRE,26478
1,1562777141215,10/07/2019 16:45:41,1562777141029,2,10/07/2019 18:45:41,8835,5,questionnaire-pwdh,,2796047,5b5ca33f295c4b0001c294d0,774133,,complete,,5d2615f53f78ec001ba0777f,computer,Desktop or Laptop,Windows 7,Chrome 75.0.3770.100,1366x768,1366x625,after questionnairs,Consent,7,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,BEGIN QUESTIONNAIRE,
2,1562777214744,10/07/2019 16:46:54,1562777214574,2,10/07/2019 18:46:54,8835,5,questionnaire-pwdh,,2796047,5b5ca33f295c4b0001c294d0,774133,,complete,,5d2615f53f78ec001ba0777f,computer,Desktop or Laptop,Windows 7,Chrome 75.0.3770.100,1366x768,1349x625,after questionnairs,Consent,7,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,consent-1,1
3,1562777214884,10/07/2019 16:46:54,1562777214578,2,10/07/2019 18:46:54,8835,5,questionnaire-pwdh,,2796047,5b5ca33f295c4b0001c294d0,774133,,complete,,5d2615f53f78ec001ba0777f,computer,Desktop or Laptop,Windows 7,Chrome 75.0.3770.100,1366x768,1349x625,after questionnairs,Consent,7,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,consent-2,1
4,1562777214884,10/07/2019 16:46:54,1562777214579,2,10/07/2019 18:46:54,8835,5,questionnaire-pwdh,,2796047,5b5ca33f295c4b0001c294d0,774133,,complete,,5d2615f53f78ec001ba0777f,computer,Desktop or Laptop,Windows 7,Chrome 75.0.3770.100,1366x768,1349x625,after questionnairs,Consent,7,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,consent-3,1
5,1562777214884,10/07/2019 16:46:54,1562777214579,2,10/07/2019 18:46:54,8835,5,questionnaire-pwdh,,2796047,5b5ca33f295c4b0001c294d0,774133,,complete,,5d2615f53f78ec001ba0777f,computer,Desktop or Laptop,Windows 7,Chrome 75.0.3770.100,1366x768,1349x625,after questionnairs,Consent,7,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,consent-4,1
6,1562777214884,10/07/2019 16:46:54,1562777214579,2,10/07/2019 18:46:54,8835,5,questionnaire-pwdh,,2796047,5b5ca33f295c4b0001c294d0,774133,,complete,,5d2615f53f78ec001ba0777f,computer,Desktop or Laptop,Windows 7,Chrome 75.0.3770.100,1366x768,1349x625,after questionnairs,Consent,7,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,consent-5,1
7,1562777214884,10/07/2019 16:46:54,1562777214579,2,10/07/2019 18:46:54,8835,5,questionnaire-pwdh,,2796047,5b5ca33f295c4b0001c294d0,774133,,complete,,5d2615f53f78ec001ba0777f,computer,Desktop or Laptop,Windows 7,Chrome 75.0.3770.100,1366x768,1349x625,after questionnairs,Consent,7,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,consent-6,1
8,1562777214884,10/07/2019 16:46:54,1562777214579,2,10/07/2019 18:46:54,8835,5,questionnaire-pwdh,,2796047,5b5ca33f295c4b0001c294d0,774133,,complete,,5d2615f53f78ec001ba0777f,computer,Desktop or Laptop,Windows 7,Chrome 75.0.3770.100,1366x768,1349x625,after questionnairs,Consent,7,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,consent-7,1
9,1562777214884,10/07/2019 16:46:54,1562777214580,2,10/07/2019 18:46:54,8835,5,questionnaire-pwdh,,2796047,5b5ca33f295c4b0001c294d0,774133,,complete,,5d2615f53f78ec001ba0777f,computer,Desktop or Laptop,Windows 7,Chrome 75.0.3770.100,1366x768,1349x625,after questionnairs,Consent,7,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,consent-8,1
10,1562777214884,10/07/2019 16:46:54,1562777214580,2,10/07/2019 18:46:54,8835,5,questionnaire-pwdh,,2796047,5b5ca33f295c4b0001c294d0,774133,,complete,,5d2615f53f78ec001ba0777f,computer,Desktop or Laptop,Windows 7,Chrome 75.0.3770.100,1366x768,1349x625,after questionnairs,Consent,7,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,consent-9,1
11,1562777214884,10/07/2019 16:46:54,1562777214580,2,10/07/2019 18:46:54,8835,5,questionnaire-pwdh,,2796047,5b5ca33f295c4b0001c294d0,774133,,complete,,5d2615f53f78ec001ba0777f,computer,Desktop or Laptop,Windows 7,Chrome 75.0.3770.100,1366x768,1349x625,after questionnairs,Consent,7,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,consent-10,1
12,1562777214884,10/07/2019 16:46:54,1562777214580,2,10/07/2019 18:46:54,8835,5,questionnaire-pwdh,,2796047,5b5ca33f295c4b0001c294d0,774133,,complete,,5d2615f53f78ec001ba0777f,computer,Desktop or Laptop,Windows 7,Chrome 75.0.3770.100,1366x768,1349x625,after questionnairs,Consent,7,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,consent-11,1
13,1562777214884,10/07/2019 16:46:54,1562777214580,2,10/07/2019 18:46:54,8835,5,questionnaire-pwdh,,2796047,5b5ca33f295c4b0001c294d0,774133,,complete,,5d2615f53f78ec001ba0777f,computer,Desktop or Laptop,Windows 7,Chrome 75.0.3770.100,1366x768,1349x625,after questionnairs,Consent,7,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,consent-12,1
14,1562777214884,10/07/2019 16:46:54,1562777214580,2,10/07/2019 18:46:54,8835,5,questionnaire-pwdh,,2796047,5b5ca33f295c4b0001c294d0,774133,,complete,,5d2615f53f78ec001ba0777f,computer,Desktop or Laptop,Windows 7,Chrome 75.0.3770.100,1366x768,1349x625,after questionnairs,Consent,7,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,consent-13,1
15,1562777214884,10/07/2019 16:46:54,1562777214581,2,10/07/2019 18:46:54,8835,5,questionnaire-pwdh,,2796047,5b5ca33f295c4b0001c294d0,774133,,complete,,5d2615f53f78ec001ba0777f,computer,Desktop or Laptop,Windows 7,Chrome 75.0.3770.100,1366x768,1349x625,after questionnairs,Consent,7,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,consent-14,1
16,1562777214884,10/07/2019 16:46:54,1562777214581,2,10/07/2019 18:46:54,8835,5,questionnaire-pwdh,,2796047,5b5ca33f295c4b0001c294d0,774133,,complete,,5d2615f53f78ec001ba0777f,computer,Desktop or Laptop,Windows 7,Chrome 75.0.3770.100,1366x768,1349x625,after questionnairs,Consent,7,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,consent-15,1
17,1562777214884,10/07/2019 16:46:54,1562777214581,2,10/07/2019 18:46:54,8835,5,questionnaire-pwdh,,2796047,5b5ca33f295c4b0001c294d0,774133,,complete,,5d2615f53f78ec001ba0777f,computer,Desktop or Laptop,Windows 7,Chrome 75.0.3770.100,1366x768,1349x625,after questionnairs,Consent,7,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,consent-16,1
18,1562777214884,10/07/2019 16:46:54,1562777214581,2,10/07/2019 18:46:54,8835,5,questionnaire-pwdh,,2796047,5b5ca33f295c4b0001c294d0,774133,,complete,,5d2615f53f78ec001ba0777f,computer,Desktop or Laptop,Windows 7,Chrome 75.0.3770.100,1366x768,1349x625,after questionnairs,Consent,7,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,consent-17,1
19,1562777214884,10/07/2019 16:46:54,1562777214583,2,10/07/2019 18:46:54,8835,5,questionnaire-pwdh,,2796047,5b5ca33f295c4b0001c294d0,774133,,complete,,5d2615f53f78ec001ba0777f,computer,Desktop or Laptop,Windows 7,Chrome 75.0.3770.100,1366x768,1349x625,after questionnairs,Consent,7,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,END QUESTIONNAIRE,73554
1,1562777261609,10/07/2019 16:47:41,1562777262274,1,10/07/2019 17:47:42,8835,5,questionnaire-pwdh,,2796126,54762f9efdf99b05557e04be,774153,,complete,,5d2616a3c4d71e00190d081c,computer,Desktop or Laptop,Windows 10,Chrome 75.0.3770.100,1920x1080,1920x937,after questionnairs,Consent,7,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,BEGIN QUESTIONNAIRE,
2,1562777288140,10/07/2019 16:48:08,1562777288829,1,10/07/2019 17:48:08,8835,5,questionnaire-pwdh,,2796126,54762f9efdf99b05557e04be,774153,,complete,,5d2616a3c4d71e00190d081c,computer,Desktop or Laptop,Windows 10,Chrome 75.0.3770.100,1920x1080,1903x937,after questionnairs,Consent,7,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,consent-1,1
3,1562777288235,10/07/2019 16:48:08,1562777288832,1,10/07/2019 17:48:08,8835,5,questionnaire-pwdh,,2796126,54762f9efdf99b05557e04be,774153,,complete,,5d2616a3c4d71e00190d081c,computer,Desktop or Laptop,Windows 10,Chrome 75.0.3770.100,1920x1080,1903x937,after questionnairs,Consent,7,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,consent-2,1
4,1562777288235,10/07/2019 16:48:08,1562777288832,1,10/07/2019 17:48:08,8835,5,questionnaire-pwdh,,2796126,54762f9efdf99b05557e04be,774153,,complete,,5d2616a3c4d71e00190d081c,computer,Desktop or Laptop,Windows 10,Chrome 75.0.3770.100,1920x1080,1903x937,after questionnairs,Consent,7,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,consent-3,1
5,1562777288235,10/07/2019 16:48:08,1562777288832,1,10/07/2019 17:48:08,8835,5,questionnaire-pwdh,,2796126,54762f9efdf99b05557e04be,774153,,complete,,5d2616a3c4d71e00190d081c,computer,Desktop or Laptop,Windows 10,Chrome 75.0.3770.100,1920x1080,1903x937,after questionnairs,Consent,7,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,consent-4,1
6,1562777288235,10/07/2019 16:48:08,1562777288832,1,10/07/2019 17:48:08,8835,5,questionnaire-pwdh,,2796126,54762f9efdf99b05557e04be,774153,,complete,,5d2616a3c4d71e00190d081c,computer,Desktop or Laptop,Windows 10,Chrome 75.0.3770.100,1920x1080,1903x937,after questionnairs,Consent,7,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,consent-5,1
7,1562777288235,10/07/2019 16:48:08,1562777288833,1,10/07/2019 17:48:08,8835,5,questionnaire-pwdh,,2796126,54762f9efdf99b05557e04be,774153,,complete,,5d2616a3c4d71e00190d081c,computer,Desktop or Laptop,Windows 10,Chrome 75.0.3770.100,1920x1080,1903x937,after questionnairs,Consent,7,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,consent-6,1
8,1562777288235,10/07/2019 16:48:08,1562777288833,1,10/07/2019 17:48:08,8835,5,questionnaire-pwdh,,2796126,54762f9efdf99b05557e04be,774153,,complete,,5d2616a3c4d71e00190d081c,computer,Desktop or Laptop,Windows 10,Chrome 75.0.3770.100,1920x1080,1903x937,after questionnairs,Consent,7,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,consent-7,1
9,1562777288235,10/07/2019 16:48:08,1562777288833,1,10/07/2019 17:48:08,8835,5,questionnaire-pwdh,,2796126,54762f9efdf99b05557e04be,774153,,complete,,5d2616a3c4d71e00190d081c,computer,Desktop or Laptop,Windows 10,Chrome 75.0.3770.100,1920x1080,1903x937,after questionnairs,Consent,7,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,consent-8,1
10,1562777288235,10/07/2019 16:48:08,1562777288833,1,10/07/2019 17:48:08,8835,5,questionnaire-pwdh,,2796126,54762f9efdf99b05557e04be,774153,,complete,,5d2616a3c4d71e00190d081c,computer,Desktop or Laptop,Windows 10,Chrome 75.0.3770.100,1920x1080,1903x937,after questionnairs,Consent,7,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,consent-9,1
11,1562777288235,10/07/2019 16:48:08,1562777288833,1,10/07/2019 17:48:08,8835,5,questionnaire-pwdh,,2796126,54762f9efdf99b05557e04be,774153,,complete,,5d2616a3c4d71e00190d081c,computer,Desktop or Laptop,Windows 10,Chrome 75.0.3770.100,1920x1080,1903x937,after questionnairs,Consent,7,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,consent-10,1
12,1562777288235,10/07/2019 16:48:08,1562777288833,1,10/07/2019 17:48:08,8835,5,questionnaire-pwdh,,2796126,54762f9efdf99b05557e04be,774153,,complete,,5d2616a3c4d71e00190d081c,computer,Desktop or Laptop,Windows 10,Chrome 75.0.3770.100,1920x1080,1903x937,after questionnairs,Consent,7,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,consent-11,1
13,1562777288235,10/07/2019 16:48:08,1562777288833,1,10/07/2019 17:48:08,8835,5,questionnaire-pwdh,,2796126,54762f9efdf99b05557e04be,774153,,complete,,5d2616a3c4d71e00190d081c,computer,Desktop or Laptop,Windows 10,Chrome 75.0.3770.100,1920x1080,1903x937,after questionnairs,Consent,7,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,consent-12,1
14,1562777288235,10/07/2019 16:48:08,1562777288833,1,10/07/2019 17:48:08,8835,5,questionnaire-pwdh,,2796126,54762f9efdf99b05557e04be,774153,,complete,,5d2616a3c4d71e00190d081c,computer,Desktop or Laptop,Windows 10,Chrome 75.0.3770.100,1920x1080,1903x937,after questionnairs,Consent,7,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,consent-13,1
15,1562777288235,10/07/2019 16:48:08,1562777288833,1,10/07/2019 17:48:08,8835,5,questionnaire-pwdh,,2796126,54762f9efdf99b05557e04be,774153,,complete,,5d2616a3c4d71e00190d081c,computer,Desktop or Laptop,Windows 10,Chrome 75.0.3770.100,1920x1080,1903x937,after questionnairs,Consent,7,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,consent-14,1
16,1562777288235,10/07/2019 16:48:08,1562777288833,1,10/07/2019 17:48:08,8835,5,questionnaire-pwdh,,2796126,54762f9efdf99b05557e04be,774153,,complete,,5d2616a3c4d71e00190d081c,computer,Desktop or Laptop,Windows 10,Chrome 75.0.3770.100,1920x1080,1903x937,after questionnairs,Consent,7,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,consent-15,1
17,1562777288235,10/07/2019 16:48:08,1562777288833,1,10/07/2019 17:48:08,8835,5,questionnaire-pwdh,,2796126,54762f9efdf99b05557e04be,774153,,complete,,5d2616a3c4d71e00190d081c,computer,Desktop or Laptop,Windows 10,Chrome 75.0.3770.100,1920x1080,1903x937,after questionnairs,Consent,7,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,consent-16,1
18,1562777288235,10/07/2019 16:48:08,1562777288834,1,10/07/2019 17:48:08,8835,5,questionnaire-pwdh,,2796126,54762f9efdf99b05557e04be,774153,,complete,,5d2616a3c4d71e00190d081c,computer,Desktop or Laptop,Windows 10,Chrome 75.0.3770.100,1920x1080,1903x937,after questionnairs,Consent,7,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,consent-17,1
19,1562777288235,10/07/2019 16:48:08,1562777288834,1,10/07/2019 17:48:08,8835,5,questionnaire-pwdh,,2796126,54762f9efdf99b05557e04be,774153,,complete,,5d2616a3c4d71e00190d081c,computer,Desktop or Laptop,Windows 10,Chrome 75.0.3770.100,1920x1080,1903x937,after questionnairs,Consent,7,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,END QUESTIONNAIRE,26560
1,1562777353579,10/07/2019 16:49:13,1562777350956,3,10/07/2019 19:49:10,8835,5,questionnaire-pwdh,,2796198,5c9d4168368fa2001578c7a6,774164,,complete,,5d2615a6992db9000189c552,computer,Desktop or Laptop,Windows 10,Chrome 75.0.3770.100,1920x1080,1920x937,after questionnairs,Consent,7,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,BEGIN QUESTIONNAIRE,
2,1562777601086,10/07/2019 16:53:21,1562777598316,3,10/07/2019 19:53:18,8835,5,questionnaire-pwdh,,2796198,5c9d4168368fa2001578c7a6,774164,,complete,,5d2615a6992db9000189c552,computer,Desktop or Laptop,Windows 10,Chrome 75.0.3770.100,1920x1080,1903x937,after questionnairs,Consent,7,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,consent-1,1
3,1562777601165,10/07/2019 16:53:21,1562777598319,3,10/07/2019 19:53:18,8835,5,questionnaire-pwdh,,2796198,5c9d4168368fa2001578c7a6,774164,,complete,,5d2615a6992db9000189c552,computer,Desktop or Laptop,Windows 10,Chrome 75.0.3770.100,1920x1080,1903x937,after questionnairs,Consent,7,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,consent-2,1
4,1562777601165,10/07/2019 16:53:21,1562777598319,3,10/07/2019 19:53:18,8835,5,questionnaire-pwdh,,2796198,5c9d4168368fa2001578c7a6,774164,,complete,,5d2615a6992db9000189c552,computer,Desktop or Laptop,Windows 10,Chrome 75.0.3770.100,1920x1080,1903x937,after questionnairs,Consent,7,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,consent-3,1
5,1562777601165,10/07/2019 16:53:21,1562777598319,3,10/07/2019 19:53:18,8835,5,questionnaire-pwdh,,2796198,5c9d4168368fa2001578c7a6,774164,,complete,,5d2615a6992db9000189c552,computer,Desktop or Laptop,Windows 10,Chrome 75.0.3770.100,1920x1080,1903x937,after questionnairs,Consent,7,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,consent-4,1
6,1562777601165,10/07/2019 16:53:21,1562777598319,3,10/07/2019 19:53:18,8835,5,questionnaire-pwdh,,2796198,5c9d4168368fa2001578c7a6,774164,,complete,,5d2615a6992db9000189c552,computer,Desktop or Laptop,Windows 10,Chrome 75.0.3770.100,1920x1080,1903x937,after questionnairs,Consent,7,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,consent-5,1
7,1562777601165,10/07/2019 16:53:21,1562777598319,3,10/07/2019 19:53:18,8835,5,questionnaire-pwdh,,2796198,5c9d4168368fa2001578c7a6,774164,,complete,,5d2615a6992db9000189c552,computer,Desktop or Laptop,Windows 10,Chrome 75.0.3770.100,1920x1080,1903x937,after questionnairs,Consent,7,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,consent-6,1
8,1562777601165,10/07/2019 16:53:21,1562777598320,3,10/07/2019 19:53:18,8835,5,questionnaire-pwdh,,2796198,5c9d4168368fa2001578c7a6,774164,,complete,,5d2615a6992db9000189c552,computer,Desktop or Laptop,Windows 10,Chrome 75.0.3770.100,1920x1080,1903x937,after questionnairs,Consent,7,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,consent-7,1
9,1562777601165,10/07/2019 16:53:21,1562777598320,3,10/07/2019 19:53:18,8835,5,questionnaire-pwdh,,2796198,5c9d4168368fa2001578c7a6,774164,,complete,,5d2615a6992db9000189c552,computer,Desktop or Laptop,Windows 10,Chrome 75.0.3770.100,1920x1080,1903x937,after questionnairs,Consent,7,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,consent-8,1
10,1562777601165,10/07/2019 16:53:21,1562777598320,3,10/07/2019 19:53:18,8835,5,questionnaire-pwdh,,2796198,5c9d4168368fa2001578c7a6,774164,,complete,,5d2615a6992db9000189c552,computer,Desktop or Laptop,Windows 10,Chrome 75.0.3770.100,1920x1080,1903x937,after questionnairs,Consent,7,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,consent-9,1
11,1562777601165,10/07/2019 16:53:21,1562777598320,3,10/07/2019 19:53:18,8835,5,questionnaire-pwdh,,2796198,5c9d4168368fa2001578c7a6,774164,,complete,,5d2615a6992db9000189c552,computer,Desktop or Laptop,Windows 10,Chrome 75.0.3770.100,1920x1080,1903x937,after questionnairs,Consent,7,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,consent-10,1
12,1562777601165,10/07/2019 16:53:21,1562777598320,3,10/07/2019 19:53:18,8835,5,questionnaire-pwdh,,2796198,5c9d4168368fa2001578c7a6,774164,,complete,,5d2615a6992db9000189c552,computer,Desktop or Laptop,Windows 10,Chrome 75.0.3770.100,1920x1080,1903x937,after questionnairs,Consent,7,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,consent-11,1
13,1562777601165,10/07/2019 16:53:21,1562777598320,3,10/07/2019 19:53:18,8835,5,questionnaire-pwdh,,2796198,5c9d4168368fa2001578c7a6,774164,,complete,,5d2615a6992db9000189c552,computer,Desktop or Laptop,Windows 10,Chrome 75.0.3770.100,1920x1080,1903x937,after questionnairs,Consent,7,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,consent-12,1
14,1562777601165,10/07/2019 16:53:21,1562777598320,3,10/07/2019 19:53:18,8835,5,questionnaire-pwdh,,2796198,5c9d4168368fa2001578c7a6,774164,,complete,,5d2615a6992db9000189c552,computer,Desktop or Laptop,Windows 10,Chrome 75.0.3770.100,1920x1080,1903x937,after questionnairs,Consent,7,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,consent-13,1
15,1562777601165,10/07/2019 16:53:21,1562777598320,3,10/07/2019 19:53:18,8835,5,questionnaire-pwdh,,2796198,5c9d4168368fa2001578c7a6,774164,,complete,,5d2615a6992db9000189c552,computer,Desktop or Laptop,Windows 10,Chrome 75.0.3770.100,1920x1080,1903x937,after questionnairs,Consent,7,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,consent-14,1
16,1562777601165,10/07/2019 16:53:21,1562777598321,3,10/07/2019 19:53:18,8835,5,questionnaire-pwdh,,2796198,5c9d4168368fa2001578c7a6,774164,,complete,,5d2615a6992db9000189c552,computer,Desktop or Laptop,Windows 10,Chrome 75.0.3770.100,1920x1080,1903x937,after questionnairs,Consent,7,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,consent-15,1
17,1562777601165,10/07/2019 16:53:21,1562777598321,3,10/07/2019 19:53:18,8835,5,questionnaire-pwdh,,2796198,5c9d4168368fa2001578c7a6,774164,,complete,,5d2615a6992db9000189c552,computer,Desktop or Laptop,Windows 10,Chrome 75.0.3770.100,1920x1080,1903x937,after questionnairs,Consent,7,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,consent-16,1
18,1562777601165,10/07/2019 16:53:21,1562777598321,3,10/07/2019 19:53:18,8835,5,questionnaire-pwdh,,2796198,5c9d4168368fa2001578c7a6,774164,,complete,,5d2615a6992db9000189c552,computer,Desktop or Laptop,Windows 10,Chrome 75.0.3770.100,1920x1080,1903x937,after questionnairs,Consent,7,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,consent-17,1
19,1562777601165,10/07/2019 16:53:21,1562777598322,3,10/07/2019 19:53:18,8835,5,questionnaire-pwdh,,2796198,5c9d4168368fa2001578c7a6,774164,,complete,,5d2615a6992db9000189c552,computer,Desktop or Laptop,Windows 10,Chrome 75.0.3770.100,1920x1080,1903x937,after questionnairs,Consent,7,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,END QUESTIONNAIRE,247366
1,1562780922155,10/07/2019 17:48:42,1562780921087,1,10/07/2019 18:48:41,8835,5,questionnaire-pwdh,,2796558,5d1770db8992b3000156d222,774222,,complete,,5d2624d98352f000013bc296,computer,Desktop or Laptop,Windows 7,Chrome 75.0.3770.100,1920x1200,1920x1057,after questionnairs,Consent,7,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,BEGIN QUESTIONNAIRE,
2,1562780982110,10/07/2019 17:49:42,1562780980946,1,10/07/2019 18:49:40,8835,5,questionnaire-pwdh,,2796558,5d1770db8992b3000156d222,774222,,complete,,5d2624d98352f000013bc296,computer,Desktop or Laptop,Windows 7,Chrome 75.0.3770.100,1920x1200,1903x1057,after questionnairs,Consent,7,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,consent-1,1
3,1562780982186,10/07/2019 17:49:42,1562780980948,1,10/07/2019 18:49:40,8835,5,questionnaire-pwdh,,2796558,5d1770db8992b3000156d222,774222,,complete,,5d2624d98352f000013bc296,computer,Desktop or Laptop,Windows 7,Chrome 75.0.3770.100,1920x1200,1903x1057,after questionnairs,Consent,7,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,consent-2,1
4,1562780982186,10/07/2019 17:49:42,1562780980948,1,10/07/2019 18:49:40,8835,5,questionnaire-pwdh,,2796558,5d1770db8992b3000156d222,774222,,complete,,5d2624d98352f000013bc296,computer,Desktop or Laptop,Windows 7,Chrome 75.0.3770.100,1920x1200,1903x1057,after questionnairs,Consent,7,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,consent-3,1
