Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,randomiser-mgaa,checkpoint-z52s,checkpoint-u6nu,checkpoint-puaw,checkpoint-axcr,checkpoint-mrc4
2,1555085258358,12/04/2019 16:07:38,1555085256648,1,12/04/2019 17:07:36,6138,39,task-cukw,,2437149,5ca634103697d60014addf56,675635,,complete,,5cb0b7131e58210018362f6c,computer,Desktop or Laptop,Windows 10,Chrome 73.0.3683.103,1366x768,1366x657,after questionnairs,Pre Max Tapping Instruction,6,Low to High,after consent,after demographics,after training,after fishing,after questionnairs
3,1555085275628,12/04/2019 16:07:55,1555085273956,1,12/04/2019 17:07:53,6138,39,task-cukw,,2437149,5ca634103697d60014addf56,675635,,complete,,5cb0b7131e58210018362f6c,computer,Desktop or Laptop,Windows 10,Chrome 73.0.3683.103,1366x768,1366x657,after questionnairs,Pre Max Tapping Instruction,6,Low to High,after consent,after demographics,after training,after fishing,after questionnairs
1,1555085282380,12/04/2019 16:08:02,1555085281308,1,12/04/2019 17:08:01,6138,39,task-cukw,,2437170,585d02f7e9cb31000195e3dc,675636,,complete,,5cb0b7354a0e090001cb9d4f,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.121,1368x912,1368x770,after questionnairs,Pre Max Tapping Instruction,6,High to Low,after consent,after demographics,after training,after fishing,after questionnairs
2,1555085303522,12/04/2019 16:08:23,1555085302565,1,12/04/2019 17:08:22,6138,39,task-cukw,,2437170,585d02f7e9cb31000195e3dc,675636,,complete,,5cb0b7354a0e090001cb9d4f,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.121,1368x912,1368x770,after questionnairs,Pre Max Tapping Instruction,6,High to Low,after consent,after demographics,after training,after fishing,after questionnairs
3,1555085312824,12/04/2019 16:08:32,1555085311837,1,12/04/2019 17:08:31,6138,39,task-cukw,,2437170,585d02f7e9cb31000195e3dc,675636,,complete,,5cb0b7354a0e090001cb9d4f,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.121,1368x912,1368x770,after questionnairs,Pre Max Tapping Instruction,6,High to Low,after consent,after demographics,after training,after fishing,after questionnairs
1,1555085327722,12/04/2019 16:08:47,1555085327603,-5,12/04/2019 11:08:47,6138,39,task-cukw,,2437221,5c3e012952f38e0001331e40,675643,,complete,,5cb0b7903b05b500015bedc0,computer,Desktop or Laptop,Windows 10,Chrome 73.0.3683.103,1680x1050,1504x864,after questionnairs,Pre Max Tapping Instruction,6,High to Low,after consent,after demographics,after training,after fishing,after questionnairs
2,1555085337254,12/04/2019 16:08:57,1555085337187,-5,12/04/2019 11:08:57,6138,39,task-cukw,,2437221,5c3e012952f38e0001331e40,675643,,complete,,5cb0b7903b05b500015bedc0,computer,Desktop or Laptop,Windows 10,Chrome 73.0.3683.103,1680x1050,1504x864,after questionnairs,Pre Max Tapping Instruction,6,High to Low,after consent,after demographics,after training,after fishing,after questionnairs
3,1555085346518,12/04/2019 16:09:06,1555085346482,-5,12/04/2019 11:09:06,6138,39,task-cukw,,2437221,5c3e012952f38e0001331e40,675643,,complete,,5cb0b7903b05b500015bedc0,computer,Desktop or Laptop,Windows 10,Chrome 73.0.3683.103,1680x1050,1504x864,after questionnairs,Pre Max Tapping Instruction,6,High to Low,after consent,after demographics,after training,after fishing,after questionnairs
1,1555085417677,12/04/2019 16:10:17,1555085419841,-5,12/04/2019 11:10:19,6138,39,task-cukw,,2437298,5c070a6576781b0001c82633,675654,,complete,,5cb0b7ec1c78be00169c0d04,computer,Desktop or Laptop,Windows 10,Firefox 66.0,960x600,960x474,after questionnairs,Pre Max Tapping Instruction,6,Low to High,after consent,after demographics,after training,after fishing,after questionnairs
2,1555085434618,12/04/2019 16:10:34,1555085436782,-5,12/04/2019 11:10:36,6138,39,task-cukw,,2437298,5c070a6576781b0001c82633,675654,,complete,,5cb0b7ec1c78be00169c0d04,computer,Desktop or Laptop,Windows 10,Firefox 66.0,960x600,960x474,after questionnairs,Pre Max Tapping Instruction,6,Low to High,after consent,after demographics,after training,after fishing,after questionnairs
3,1555085442121,12/04/2019 16:10:42,1555085444340,-5,12/04/2019 11:10:44,6138,39,task-cukw,,2437298,5c070a6576781b0001c82633,675654,,complete,,5cb0b7ec1c78be00169c0d04,computer,Desktop or Laptop,Windows 10,Firefox 66.0,960x600,960x474,after questionnairs,Pre Max Tapping Instruction,6,Low to High,after consent,after demographics,after training,after fishing,after questionnairs
1,1555085550580,12/04/2019 16:12:30,1555085550278,1,12/04/2019 17:12:30,6138,39,task-cukw,,2437395,5c86475b27f8cb0017c94a92,675665,,complete,,5cb0b87c0f5ecc0001a5415b,computer,Desktop or Laptop,Windows 10,Firefox 66.0,1920x1080,1920x958,after questionnairs,Pre Max Tapping Instruction,6,Low to High,after consent,after demographics,after training,after fishing,after questionnairs
2,1555085566780,12/04/2019 16:12:46,1555085566102,1,12/04/2019 17:12:46,6138,39,task-cukw,,2437395,5c86475b27f8cb0017c94a92,675665,,complete,,5cb0b87c0f5ecc0001a5415b,computer,Desktop or Laptop,Windows 10,Firefox 66.0,1920x1080,1920x958,after questionnairs,Pre Max Tapping Instruction,6,Low to High,after consent,after demographics,after training,after fishing,after questionnairs
3,1555085576717,12/04/2019 16:12:56,1555085576358,1,12/04/2019 17:12:56,6138,39,task-cukw,,2437395,5c86475b27f8cb0017c94a92,675665,,complete,,5cb0b87c0f5ecc0001a5415b,computer,Desktop or Laptop,Windows 10,Firefox 66.0,1920x1080,1920x958,after questionnairs,Pre Max Tapping Instruction,6,Low to High,after consent,after demographics,after training,after fishing,after questionnairs
1,1555085553029,12/04/2019 16:12:33,1555085501574,1,12/04/2019 17:11:41,6138,39,task-cukw,,2437397,5c7d56f22819ab0001b96439,675664,,complete,,5cb0b87830b1280018f1b701,computer,Desktop or Laptop,Windows 10,Chrome 73.0.3683.103,1920x1080,1920x888,after questionnairs,Pre Max Tapping Instruction,6,High to Low,after consent,after demographics,after training,after fishing,after questionnairs
2,1555085560873,12/04/2019 16:12:40,1555085509693,1,12/04/2019 17:11:49,6138,39,task-cukw,,2437397,5c7d56f22819ab0001b96439,675664,,complete,,5cb0b87830b1280018f1b701,computer,Desktop or Laptop,Windows 10,Chrome 73.0.3683.103,1920x1080,1920x888,after questionnairs,Pre Max Tapping Instruction,6,High to Low,after consent,after demographics,after training,after fishing,after questionnairs
3,1555085566780,12/04/2019 16:12:46,1555085515564,1,12/04/2019 17:11:55,6138,39,task-cukw,,2437397,5c7d56f22819ab0001b96439,675664,,complete,,5cb0b87830b1280018f1b701,computer,Desktop or Laptop,Windows 10,Chrome 73.0.3683.103,1920x1080,1920x888,after questionnairs,Pre Max Tapping Instruction,6,High to Low,after consent,after demographics,after training,after fishing,after questionnairs
1,1555085662469,12/04/2019 16:14:22,1555085661736,1,12/04/2019 17:14:21,6138,39,task-cukw,,2437452,57f8ddd1be670900012e57ee,675662,,complete,,5cb0b85096f5860012c0e357,computer,Desktop or Laptop,Chromium OS 11895.58.0,Chrome 74.0.3729.68,1366x768,1366x609,after questionnairs,Pre Max Tapping Instruction,6,High to Low,after consent,after demographics,after training,after fishing,after questionnairs
2,1555085685352,12/04/2019 16:14:45,1555085684226,1,12/04/2019 17:14:44,6138,39,task-cukw,,2437452,57f8ddd1be670900012e57ee,675662,,complete,,5cb0b85096f5860012c0e357,computer,Desktop or Laptop,Chromium OS 11895.58.0,Chrome 74.0.3729.68,1366x768,1366x609,after questionnairs,Pre Max Tapping Instruction,6,High to Low,after consent,after demographics,after training,after fishing,after questionnairs
3,1555085693489,12/04/2019 16:14:53,1555085692817,1,12/04/2019 17:14:52,6138,39,task-cukw,,2437452,57f8ddd1be670900012e57ee,675662,,complete,,5cb0b85096f5860012c0e357,computer,Desktop or Laptop,Chromium OS 11895.58.0,Chrome 74.0.3729.68,1366x768,1366x609,after questionnairs,Pre Max Tapping Instruction,6,High to Low,after consent,after demographics,after training,after fishing,after questionnairs
1,1555085675360,12/04/2019 16:14:35,1555085675142,-4,12/04/2019 12:14:35,6138,39,task-cukw,,2437460,5bda1da4d6fef5000181aab2,675669,,complete,,5cb0b8bb04305d001823ded0,computer,Desktop or Laptop,Windows 10,Chrome 73.0.3683.103,1920x1200,1920x1089,after questionnairs,Pre Max Tapping Instruction,6,Low to High,after consent,after demographics,after training,after fishing,after questionnairs
2,1555085690457,12/04/2019 16:14:50,1555085690372,-4,12/04/2019 12:14:50,6138,39,task-cukw,,2437460,5bda1da4d6fef5000181aab2,675669,,complete,,5cb0b8bb04305d001823ded0,computer,Desktop or Laptop,Windows 10,Chrome 73.0.3683.103,1920x1200,1920x1089,after questionnairs,Pre Max Tapping Instruction,6,Low to High,after consent,after demographics,after training,after fishing,after questionnairs
3,1555085703026,12/04/2019 16:15:03,1555085703012,-4,12/04/2019 12:15:03,6138,39,task-cukw,,2437460,5bda1da4d6fef5000181aab2,675669,,complete,,5cb0b8bb04305d001823ded0,computer,Desktop or Laptop,Windows 10,Chrome 73.0.3683.103,1920x1200,1920x1089,after questionnairs,Pre Max Tapping Instruction,6,Low to High,after consent,after demographics,after training,after fishing,after questionnairs
1,1555085719061,12/04/2019 16:15:19,1555085719484,1,12/04/2019 17:15:19,6138,39,task-cukw,,2437500,5c1a1a8e792f4400015d5b86,675670,,complete,,5cb0b874f1029500169db3c7,computer,Desktop or Laptop,Windows 8.1,Chrome 73.0.3683.103,1366x768,1366x657,after questionnairs,Pre Max Tapping Instruction,6,Low to High,after consent,after demographics,after training,after fishing,after questionnairs
2,1555085760857,12/04/2019 16:16:00,1555085761293,1,12/04/2019 17:16:01,6138,39,task-cukw,,2437500,5c1a1a8e792f4400015d5b86,675670,,complete,,5cb0b874f1029500169db3c7,computer,Desktop or Laptop,Windows 8.1,Chrome 73.0.3683.103,1366x768,1366x657,after questionnairs,Pre Max Tapping Instruction,6,Low to High,after consent,after demographics,after training,after fishing,after questionnairs
3,1555085776331,12/04/2019 16:16:16,1555085776819,1,12/04/2019 17:16:16,6138,39,task-cukw,,2437500,5c1a1a8e792f4400015d5b86,675670,,complete,,5cb0b874f1029500169db3c7,computer,Desktop or Laptop,Windows 8.1,Chrome 73.0.3683.103,1366x768,1366x657,after questionnairs,Pre Max Tapping Instruction,6,Low to High,after consent,after demographics,after training,after fishing,after questionnairs
1,1555085912361,12/04/2019 16:18:32,1555086056976,1,12/04/2019 17:20:56,6138,39,task-cukw,,2437686,5c8cf105dfa22f00129081a0,675690,,complete,,5cb0b9c60555d9001322e858,computer,Desktop or Laptop,Windows 10,Chrome 73.0.3683.103,1366x768,1366x657,after questionnairs,Pre Max Tapping Instruction,6,Low to High,after consent,after demographics,after training,after fishing,after questionnairs
2,1555085933389,12/04/2019 16:18:53,1555086078031,1,12/04/2019 17:21:18,6138,39,task-cukw,,2437686,5c8cf105dfa22f00129081a0,675690,,complete,,5cb0b9c60555d9001322e858,computer,Desktop or Laptop,Windows 10,Chrome 73.0.3683.103,1366x768,1366x657,after questionnairs,Pre Max Tapping Instruction,6,Low to High,after consent,after demographics,after training,after fishing,after questionnairs
3,1555085940701,12/04/2019 16:19:00,1555086085352,1,12/04/2019 17:21:25,6138,39,task-cukw,,2437686,5c8cf105dfa22f00129081a0,675690,,complete,,5cb0b9c60555d9001322e858,computer,Desktop or Laptop,Windows 10,Chrome 73.0.3683.103,1366x768,1366x657,after questionnairs,Pre Max Tapping Instruction,6,Low to High,after consent,after demographics,after training,after fishing,after questionnairs
1,1555086179732,12/04/2019 16:22:59,1555086172130,1,12/04/2019 17:22:52,6138,39,task-cukw,,2438032,5c7f007e78573c00019056b8,675732,,complete,,5cb0baf344753d0001a90703,computer,Desktop or Laptop,Windows 10,Chrome 73.0.3683.103,1920x1080,1920x969,after questionnairs,Pre Max Tapping Instruction,6,High to Low,after consent,after demographics,after training,after fishing,after questionnairs
2,1555086204062,12/04/2019 16:23:24,1555086196526,1,12/04/2019 17:23:16,6138,39,task-cukw,,2438032,5c7f007e78573c00019056b8,675732,,complete,,5cb0baf344753d0001a90703,computer,Desktop or Laptop,Windows 10,Chrome 73.0.3683.103,1920x1080,1920x969,after questionnairs,Pre Max Tapping Instruction,6,High to Low,after consent,after demographics,after training,after fishing,after questionnairs
3,1555086211749,12/04/2019 16:23:31,1555086204185,1,12/04/2019 17:23:24,6138,39,task-cukw,,2438032,5c7f007e78573c00019056b8,675732,,complete,,5cb0baf344753d0001a90703,computer,Desktop or Laptop,Windows 10,Chrome 73.0.3683.103,1920x1080,1920x969,after questionnairs,Pre Max Tapping Instruction,6,High to Low,after consent,after demographics,after training,after fishing,after questionnairs
1,1555090543384,12/04/2019 17:35:43,1555090542685,1,12/04/2019 18:35:42,6138,39,task-cukw,,2448295,59a7c4f0d4019800014cf4c4,676774,,complete,,5cb0cbd52ea8830015917544,computer,Desktop or Laptop,Windows 10,Chrome 73.0.3683.86,1366x768,1366x625,after questionnairs,Pre Max Tapping Instruction,6,High to Low,after consent,after demographics,after training,after fishing,after questionnairs
2,1555090567325,12/04/2019 17:36:07,1555090567599,1,12/04/2019 18:36:07,6138,39,task-cukw,,2448295,59a7c4f0d4019800014cf4c4,676774,,complete,,5cb0cbd52ea8830015917544,computer,Desktop or Laptop,Windows 10,Chrome 73.0.3683.86,1366x768,1366x625,after questionnairs,Pre Max Tapping Instruction,6,High to Low,after consent,after demographics,after training,after fishing,after questionnairs
3,1555090572759,12/04/2019 17:36:12,1555090573230,1,12/04/2019 18:36:13,6138,39,task-cukw,,2448295,59a7c4f0d4019800014cf4c4,676774,,complete,,5cb0cbd52ea8830015917544,computer,Desktop or Laptop,Windows 10,Chrome 73.0.3683.86,1366x768,1366x625,after questionnairs,Pre Max Tapping Instruction,6,High to Low,after consent,after demographics,after training,after fishing,after questionnairs
1,1555337646630,15/04/2019 14:14:06,1555337643608,1,15/04/2019 15:14:03,6138,39,task-cukw,,2463357,593f123d6b824b0001a70456,680109,,complete,,5cb491523a96b30016c8c0f2,computer,Desktop or Laptop,Windows 10,Firefox 66.0,1536x864,1536x728,after questionnairs,Pre Max Tapping Instruction,6,High to Low,after consent,after demographics,after training,after fishing,after questionnairs
2,1555337667529,15/04/2019 14:14:27,1555337664571,1,15/04/2019 15:14:24,6138,39,task-cukw,,2463357,593f123d6b824b0001a70456,680109,,complete,,5cb491523a96b30016c8c0f2,computer,Desktop or Laptop,Windows 10,Firefox 66.0,1536x864,1536x728,after questionnairs,Pre Max Tapping Instruction,6,High to Low,after consent,after demographics,after training,after fishing,after questionnairs
3,1555337674394,15/04/2019 14:14:34,1555337671433,1,15/04/2019 15:14:31,6138,39,task-cukw,,2463357,593f123d6b824b0001a70456,680109,,complete,,5cb491523a96b30016c8c0f2,computer,Desktop or Laptop,Windows 10,Firefox 66.0,1536x864,1536x728,after questionnairs,Pre Max Tapping Instruction,6,High to Low,after consent,after demographics,after training,after fishing,after questionnairs
1,1555337664241,15/04/2019 14:14:24,1555337663381,-5,15/04/2019 09:14:23,6138,39,task-cukw,,2463361,5a381de00006450001bf2691,680110,,complete,,5cb491438676980001848eed,computer,Desktop or Laptop,Windows 10,Chrome 73.0.3683.103,2048x1152,1538x1002,after questionnairs,Pre Max Tapping Instruction,6,High to Low,after consent,after demographics,after training,after fishing,after questionnairs
2,1555337682577,15/04/2019 14:14:42,1555337681820,-5,15/04/2019 09:14:41,6138,39,task-cukw,,2463361,5a381de00006450001bf2691,680110,,complete,,5cb491438676980001848eed,computer,Desktop or Laptop,Windows 10,Chrome 73.0.3683.103,2048x1152,1538x1002,after questionnairs,Pre Max Tapping Instruction,6,High to Low,after consent,after demographics,after training,after fishing,after questionnairs
3,1555337692549,15/04/2019 14:14:52,1555337691803,-5,15/04/2019 09:14:51,6138,39,task-cukw,,2463361,5a381de00006450001bf2691,680110,,complete,,5cb491438676980001848eed,computer,Desktop or Laptop,Windows 10,Chrome 73.0.3683.103,2048x1152,1538x1002,after questionnairs,Pre Max Tapping Instruction,6,High to Low,after consent,after demographics,after training,after fishing,after questionnairs
1,1555337694127,15/04/2019 14:14:54,1555337694907,1,15/04/2019 15:14:54,6138,39,task-cukw,,2463369,57a85273fa44650001140cff,680113,,complete,,5cb491728ca59a0012cdcbe0,computer,Desktop or Laptop,Windows 10,Chrome 73.0.3683.103,1920x1080,1920x937,after questionnairs,Pre Max Tapping Instruction,6,High to Low,after consent,after demographics,after training,after fishing,after questionnairs
2,1555337709824,15/04/2019 14:15:09,1555337710633,1,15/04/2019 15:15:10,6138,39,task-cukw,,2463369,57a85273fa44650001140cff,680113,,complete,,5cb491728ca59a0012cdcbe0,computer,Desktop or Laptop,Windows 10,Chrome 73.0.3683.103,1920x1080,1920x937,after questionnairs,Pre Max Tapping Instruction,6,High to Low,after consent,after demographics,after training,after fishing,after questionnairs
3,1555337719543,15/04/2019 14:15:19,1555337720382,1,15/04/2019 15:15:20,6138,39,task-cukw,,2463369,57a85273fa44650001140cff,680113,,complete,,5cb491728ca59a0012cdcbe0,computer,Desktop or Laptop,Windows 10,Chrome 73.0.3683.103,1920x1080,1920x937,after questionnairs,Pre Max Tapping Instruction,6,High to Low,after consent,after demographics,after training,after fishing,after questionnairs
1,1555337736042,15/04/2019 14:15:36,1555337733967,1,15/04/2019 15:15:33,6138,39,task-cukw,,2463382,5b5cab744e945800017d9daf,680119,,complete,,5cb4919c81f3750017ea44dc,computer,Desktop or Laptop,Windows 10,Chrome 73.0.3683.103,1368x912,1368x770,after questionnairs,Pre Max Tapping Instruction,6,Low to High,after consent,after demographics,after training,after fishing,after questionnairs
2,1555337753534,15/04/2019 14:15:53,1555337751446,1,15/04/2019 15:15:51,6138,39,task-cukw,,2463382,5b5cab744e945800017d9daf,680119,,complete,,5cb4919c81f3750017ea44dc,computer,Desktop or Laptop,Windows 10,Chrome 73.0.3683.103,1368x912,1368x770,after questionnairs,Pre Max Tapping Instruction,6,Low to High,after consent,after demographics,after training,after fishing,after questionnairs
3,1555337759018,15/04/2019 14:15:59,1555337757027,1,15/04/2019 15:15:57,6138,39,task-cukw,,2463382,5b5cab744e945800017d9daf,680119,,complete,,5cb4919c81f3750017ea44dc,computer,Desktop or Laptop,Windows 10,Chrome 73.0.3683.103,1368x912,1368x770,after questionnairs,Pre Max Tapping Instruction,6,Low to High,after consent,after demographics,after training,after fishing,after questionnairs
1,1555337746518,15/04/2019 14:15:46,1555337723079,1,15/04/2019 15:15:23,6138,39,task-cukw,,2463385,5980c9688ab70c000158dbb9,680112,,complete,,5cb49176e7390400019b7831,computer,Desktop or Laptop,Windows 10,Chrome 73.0.3683.103,1366x768,1366x657,after questionnairs,Pre Max Tapping Instruction,6,High to Low,after consent,after demographics,after training,after fishing,after questionnairs
2,1555337760239,15/04/2019 14:16:00,1555337736789,1,15/04/2019 15:15:36,6138,39,task-cukw,,2463385,5980c9688ab70c000158dbb9,680112,,complete,,5cb49176e7390400019b7831,computer,Desktop or Laptop,Windows 10,Chrome 73.0.3683.103,1366x768,1366x657,after questionnairs,Pre Max Tapping Instruction,6,High to Low,after consent,after demographics,after training,after fishing,after questionnairs
3,1555337767431,15/04/2019 14:16:07,1555337744095,1,15/04/2019 15:15:44,6138,39,task-cukw,,2463385,5980c9688ab70c000158dbb9,680112,,complete,,5cb49176e7390400019b7831,computer,Desktop or Laptop,Windows 10,Chrome 73.0.3683.103,1366x768,1366x657,after questionnairs,Pre Max Tapping Instruction,6,High to Low,after consent,after demographics,after training,after fishing,after questionnairs
1,1555337748940,15/04/2019 14:15:48,1555337748747,1,15/04/2019 15:15:48,6138,39,task-cukw,,2463386,5caa2772bdc48f0018f91d87,680118,,complete,,5cb49176a47d2b00129b043a,computer,Desktop or Laptop,Mac OS 10.14.3,Safari 12.0.3,1440x900,1440x837,after questionnairs,Pre Max Tapping Instruction,6,Low to High,after consent,after demographics,after training,after fishing,after questionnairs
2,1555337766713,15/04/2019 14:16:06,1555337766676,1,15/04/2019 15:16:06,6138,39,task-cukw,,2463386,5caa2772bdc48f0018f91d87,680118,,complete,,5cb49176a47d2b00129b043a,computer,Desktop or Laptop,Mac OS 10.14.3,Safari 12.0.3,1440x900,1440x837,after questionnairs,Pre Max Tapping Instruction,6,Low to High,after consent,after demographics,after training,after fishing,after questionnairs
3,1555337776716,15/04/2019 14:16:16,1555337776605,1,15/04/2019 15:16:16,6138,39,task-cukw,,2463386,5caa2772bdc48f0018f91d87,680118,,complete,,5cb49176a47d2b00129b043a,computer,Desktop or Laptop,Mac OS 10.14.3,Safari 12.0.3,1440x900,1440x837,after questionnairs,Pre Max Tapping Instruction,6,Low to High,after consent,after demographics,after training,after fishing,after questionnairs
1,1555337773420,15/04/2019 14:16:13,1555337770653,1,15/04/2019 15:16:10,6138,39,task-cukw,,2463393,566d5997d408ea00051a2a86,680125,,complete,,5cb491afda2ff20012fc8969,computer,Desktop or Laptop,Windows 7,Chrome 73.0.3683.103,1280x1024,1280x921,after questionnairs,Pre Max Tapping Instruction,6,Low to High,after consent,after demographics,after training,after fishing,after questionnairs
2,1555337781508,15/04/2019 14:16:21,1555337778810,1,15/04/2019 15:16:18,6138,39,task-cukw,,2463393,566d5997d408ea00051a2a86,680125,,complete,,5cb491afda2ff20012fc8969,computer,Desktop or Laptop,Windows 7,Chrome 73.0.3683.103,1280x1024,1280x921,after questionnairs,Pre Max Tapping Instruction,6,Low to High,after consent,after demographics,after training,after fishing,after questionnairs
3,1555337786444,15/04/2019 14:16:26,1555337783736,1,15/04/2019 15:16:23,6138,39,task-cukw,,2463393,566d5997d408ea00051a2a86,680125,,complete,,5cb491afda2ff20012fc8969,computer,Desktop or Laptop,Windows 7,Chrome 73.0.3683.103,1280x1024,1280x921,after questionnairs,Pre Max Tapping Instruction,6,Low to High,after consent,after demographics,after training,after fishing,after questionnairs
1,1555337791591,15/04/2019 14:16:31,1555337788181,1,15/04/2019 15:16:28,6138,39,task-cukw,,2463398,5c5d2cc78da44c00015c6d68,680108,,complete,,5cb4913d94618c001631b049,computer,Desktop or Laptop,Windows 8.1,Chrome 73.0.3683.103,1536x864,1506x742,after questionnairs,Pre Max Tapping Instruction,6,High to Low,after consent,after demographics,after training,after fishing,after questionnairs
2,1555337817843,15/04/2019 14:16:57,1555337814482,1,15/04/2019 15:16:54,6138,39,task-cukw,,2463398,5c5d2cc78da44c00015c6d68,680108,,complete,,5cb4913d94618c001631b049,computer,Desktop or Laptop,Windows 8.1,Chrome 73.0.3683.103,1536x864,1506x742,after questionnairs,Pre Max Tapping Instruction,6,High to Low,after consent,after demographics,after training,after fishing,after questionnairs
3,1555337828265,15/04/2019 14:17:08,1555337824873,1,15/04/2019 15:17:04,6138,39,task-cukw,,2463398,5c5d2cc78da44c00015c6d68,680108,,complete,,5cb4913d94618c001631b049,computer,Desktop or Laptop,Windows 8.1,Chrome 73.0.3683.103,1536x864,1506x742,after questionnairs,Pre Max Tapping Instruction,6,High to Low,after consent,after demographics,after training,after fishing,after questionnairs
1,1555337799334,15/04/2019 14:16:39,1555337796267,1,15/04/2019 15:16:36,6138,39,task-cukw,,2463401,56ce42d9465e580006846f57,680127,,complete,,5cb491ed8804e8001848d29c,computer,Desktop or Laptop,Windows 10,Chrome 73.0.3683.103,1366x768,1366x625,after questionnairs,Pre Max Tapping Instruction,6,Low to High,after consent,after demographics,after training,after fishing,after questionnairs
2,1555337830516,15/04/2019 14:17:10,1555337827452,1,15/04/2019 15:17:07,6138,39,task-cukw,,2463401,56ce42d9465e580006846f57,680127,,complete,,5cb491ed8804e8001848d29c,computer,Desktop or Laptop,Windows 10,Chrome 73.0.3683.103,1366x768,1366x625,after questionnairs,Pre Max Tapping Instruction,6,Low to High,after consent,after demographics,after training,after fishing,after questionnairs
3,1555337841186,15/04/2019 14:17:21,1555337838169,1,15/04/2019 15:17:18,6138,39,task-cukw,,2463401,56ce42d9465e580006846f57,680127,,complete,,5cb491ed8804e8001848d29c,computer,Desktop or Laptop,Windows 10,Chrome 73.0.3683.103,1366x768,1366x625,after questionnairs,Pre Max Tapping Instruction,6,Low to High,after consent,after demographics,after training,after fishing,after questionnairs
1,1555337849322,15/04/2019 14:17:29,1555337855588,1,15/04/2019 15:17:35,6138,39,task-cukw,,2463412,5c85010127f8cb0016c93b02,680126,,complete,,5cb491734d3e230017e4fa75,computer,Desktop or Laptop,Windows 10,Chrome 73.0.3683.103,1366x768,1366x657,after questionnairs,Pre Max Tapping Instruction,6,Low to High,after consent,after demographics,after training,after fishing,after questionnairs
2,1555337859915,15/04/2019 14:17:39,1555337866365,1,15/04/2019 15:17:46,6138,39,task-cukw,,2463412,5c85010127f8cb0016c93b02,680126,,complete,,5cb491734d3e230017e4fa75,computer,Desktop or Laptop,Windows 10,Chrome 73.0.3683.103,1366x768,1366x657,after questionnairs,Pre Max Tapping Instruction,6,Low to High,after consent,after demographics,after training,after fishing,after questionnairs
3,1555337865584,15/04/2019 14:17:45,1555337872004,1,15/04/2019 15:17:52,6138,39,task-cukw,,2463412,5c85010127f8cb0016c93b02,680126,,complete,,5cb491734d3e230017e4fa75,computer,Desktop or Laptop,Windows 10,Chrome 73.0.3683.103,1366x768,1366x657,after questionnairs,Pre Max Tapping Instruction,6,Low to High,after consent,after demographics,after training,after fishing,after questionnairs
1,1555337853639,15/04/2019 14:17:33,1555337853469,1,15/04/2019 15:17:33,6138,39,task-cukw,,2463413,594a4063f15f310001f8898c,680129,,complete,,5cb4918829f35a0017947f87,computer,Desktop or Laptop,Windows 7,Firefox 60.0,1536x864,1536x743,after questionnairs,Pre Max Tapping Instruction,6,Low to High,after consent,after demographics,after training,after fishing,after questionnairs
2,1555337864362,15/04/2019 14:17:44,1555337864254,1,15/04/2019 15:17:44,6138,39,task-cukw,,2463413,594a4063f15f310001f8898c,680129,,complete,,5cb4918829f35a0017947f87,computer,Desktop or Laptop,Windows 7,Firefox 60.0,1536x864,1536x743,after questionnairs,Pre Max Tapping Instruction,6,Low to High,after consent,after demographics,after training,after fishing,after questionnairs
3,1555337869679,15/04/2019 14:17:49,1555337869543,1,15/04/2019 15:17:49,6138,39,task-cukw,,2463413,594a4063f15f310001f8898c,680129,,complete,,5cb4918829f35a0017947f87,computer,Desktop or Laptop,Windows 7,Firefox 60.0,1536x864,1536x743,after questionnairs,Pre Max Tapping Instruction,6,Low to High,after consent,after demographics,after training,after fishing,after questionnairs
1,1555337922487,15/04/2019 14:18:42,1555337921010,1,15/04/2019 15:18:41,6138,39,task-cukw,,2463429,5ca80fe7d8006f00176eef4d,680115,,complete,,5cb49188237faf001357c564,computer,Desktop or Laptop,Windows 10,Chrome 73.0.3683.103,2560x1440,2560x1329,after questionnairs,Pre Max Tapping Instruction,6,Low to High,after consent,after demographics,after training,after fishing,after questionnairs
2,1555337951492,15/04/2019 14:19:11,1555337950392,1,15/04/2019 15:19:10,6138,39,task-cukw,,2463429,5ca80fe7d8006f00176eef4d,680115,,complete,,5cb49188237faf001357c564,computer,Desktop or Laptop,Windows 10,Chrome 73.0.3683.103,2560x1440,2560x1329,after questionnairs,Pre Max Tapping Instruction,6,Low to High,after consent,after demographics,after training,after fishing,after questionnairs
3,1555337962927,15/04/2019 14:19:22,1555337961785,1,15/04/2019 15:19:21,6138,39,task-cukw,,2463429,5ca80fe7d8006f00176eef4d,680115,,complete,,5cb49188237faf001357c564,computer,Desktop or Laptop,Windows 10,Chrome 73.0.3683.103,2560x1440,2560x1329,after questionnairs,Pre Max Tapping Instruction,6,Low to High,after consent,after demographics,after training,after fishing,after questionnairs
